	Data Name	Target No.	CMC(l:c)(D50)	Judgement	Pseudo Color(D50)	L*(D50)	a*(D50)	b*(D50)	dL*(D50)	da*(D50)	db*(D50)	dE*ab(D50)
   488 	[Retrieved Data]488 (5/13/2024 9:20:54 PM)	3	13.85	------		93.11	0.78	6.27	-0.60	-0.82	10.44	10.49
   489 	[Retrieved Data]489 (5/13/2024 9:20:54 PM)	3	16.93	------		88.30	-0.49	8.58	-6.98	-2.24	12.35	14.36
   489 	[Retrieved Data]489 (5/13/2024 9:20:54 PM)	3	17.25	------		86.67	-0.46	8.30	-7.04	-2.06	12.47	14.47
   490 	[Retrieved Data]490 (5/13/2024 9:20:54 PM)	3	16.74	------		91.65	1.58	9.07	-3.62	-0.17	12.85	13.35
   490 	[Retrieved Data]490 (5/13/2024 9:20:54 PM)	3	17.05	------		90.18	1.68	8.77	-3.53	0.07	12.95	13.42
   491 	[Retrieved Data]491 (5/13/2024 9:20:54 PM)	3	15.88	------		94.06	2.12	8.50	-1.21	0.37	12.28	12.34
   491 	[Retrieved Data]491 (5/13/2024 9:20:54 PM)	3	16.15	------		92.68	2.24	8.16	-1.03	0.63	12.33	12.39
   492 	[Retrieved Data]492 (5/13/2024 9:20:54 PM)	3	10.65	------		88.12	-0.90	2.93	-7.15	-2.65	6.70	10.15
   492 	[Retrieved Data]492 (5/13/2024 9:20:54 PM)	3	10.55	------		86.50	-0.86	2.46	-7.21	-2.47	6.63	10.11
   493 	[Retrieved Data]493 (5/13/2024 9:20:54 PM)	3	10.65	------		88.46	1.43	3.49	-6.81	-0.32	7.26	9.96
   493 	[Retrieved Data]493 (5/13/2024 9:20:54 PM)	3	10.64	------		86.87	1.53	3.03	-6.84	-0.07	7.20	9.94
   494 	[Retrieved Data]494 (5/13/2024 9:20:54 PM)	3	11.27	------		91.68	2.69	4.55	-3.60	0.94	8.32	9.11
   494 	[Retrieved Data]494 (5/13/2024 9:20:54 PM)	3	11.34	------		90.21	2.83	4.08	-3.50	1.23	8.25	9.05
   495 	[Retrieved Data]495 (5/13/2024 9:20:54 PM)	3	13.39	------		93.91	-1.64	5.85	-1.36	-3.39	9.62	10.29
   495 	[Retrieved Data]495 (5/13/2024 9:20:54 PM)	3	13.46	------		92.53	-1.64	5.43	-1.18	-3.25	9.61	10.21
   496 	[Retrieved Data]496 (5/13/2024 9:20:54 PM)	3	15.72	------		89.08	3.26	7.85	-6.19	1.51	11.62	13.25
   496 	[Retrieved Data]496 (5/13/2024 9:20:54 PM)	3	16.05	------		87.49	3.42	7.52	-6.22	1.81	11.69	13.37
   497 	[Retrieved Data]497 (5/13/2024 9:20:54 PM)	3	16.27	------		91.09	-0.71	8.34	-4.19	-2.46	12.12	13.06
   497 	[Retrieved Data]497 (5/13/2024 9:20:54 PM)	3	16.52	------		89.58	-0.68	8.02	-4.13	-2.29	12.20	13.08
   498 	[Retrieved Data]498 (5/13/2024 9:20:54 PM)	3	16.23	------		94.62	0.98	8.77	-0.65	-0.77	12.54	12.58
   498 	[Retrieved Data]498 (5/13/2024 9:20:54 PM)	3	16.46	------		93.27	1.07	8.41	-0.44	-0.54	12.58	12.60
   499 	[Retrieved Data]499 (5/13/2024 9:20:54 PM)	3	8.98	------		89.26	4.66	1.56	-6.01	2.91	5.33	8.55
   499 	[Retrieved Data]499 (5/13/2024 9:20:54 PM)	3	9.14	------		87.69	4.88	1.01	-6.02	3.27	5.18	8.59
   500 	[Retrieved Data]500 (5/13/2024 9:20:54 PM)	3	9.44	------		90.49	-1.08	2.38	-4.79	-2.83	6.15	8.29
   500 	[Retrieved Data]500 (5/13/2024 9:20:54 PM)	3	9.24	------		88.95	-1.06	1.89	-4.76	-2.67	6.06	8.16
   501 	[Retrieved Data]501 (5/13/2024 9:20:54 PM)	3	9.69	------		91.06	0.70	3.19	-4.22	-1.05	6.97	8.21
   501 	[Retrieved Data]501 (5/13/2024 9:20:54 PM)	3	9.55	------		89.56	0.79	2.70	-4.15	-0.82	6.88	8.07
   502 	[Retrieved Data]502 (5/13/2024 9:20:54 PM)	3	10.85	------		94.57	2.13	4.46	-0.70	0.38	8.24	8.27
   502 	[Retrieved Data]502 (5/13/2024 9:20:54 PM)	3	10.87	------		93.23	2.25	3.98	-0.48	0.64	8.16	8.20
   503 	[Retrieved Data]503 (5/13/2024 9:20:54 PM)	3	14.39	------		88.52	1.23	6.65	-6.75	-0.52	10.42	12.43
   503 	[Retrieved Data]503 (5/13/2024 9:20:54 PM)	3	14.64	------		86.92	1.32	6.32	-6.79	-0.29	10.49	12.50
   504 	[Retrieved Data]504 (5/13/2024 9:20:54 PM)	3	14.70	------		91.88	3.40	7.32	-3.39	1.65	11.09	11.71
   504 	[Retrieved Data]504 (5/13/2024 9:20:54 PM)	3	14.97	------		90.41	3.56	6.95	-3.30	1.95	11.13	11.77
   505 	[Retrieved Data]505 (5/13/2024 9:20:54 PM)	3	16.28	------		93.98	-1.62	8.32	-1.29	-3.37	12.09	12.62
   505 	[Retrieved Data]505 (5/13/2024 9:20:54 PM)	3	16.50	------		92.59	-1.64	7.98	-1.12	-3.24	12.15	12.63
   506 	[Retrieved Data]506 (5/13/2024 9:20:54 PM)	3	18.05	------		89.47	3.89	9.85	-5.80	2.14	13.62	14.96
   506 	[Retrieved Data]506 (5/13/2024 9:20:54 PM)	3	18.49	------		87.90	4.06	9.60	-5.81	2.46	13.77	15.15
   507 	[Retrieved Data]507 (5/13/2024 9:20:54 PM)	3	49.48	------		23.71	2.46	0.52	-71.57	0.71	4.30	71.70
   507 	[Retrieved Data]507 (5/13/2024 9:20:54 PM)	3	61.54	------		4.69	2.37	-3.62	-89.02	0.76	0.56	89.02
   508 	[Retrieved Data]508 (5/13/2024 9:20:54 PM)	3	76.39	------		42.46	-48.33	24.03	-52.81	-50.08	27.80	77.91
   508 	[Retrieved Data]508 (5/13/2024 9:20:54 PM)	3	97.14	------		36.43	-65.87	33.34	-57.28	-67.48	37.52	96.13
   509 	[Retrieved Data]509 (5/13/2024 9:20:54 PM)	3	9.40	------		94.11	0.12	3.17	-1.16	-1.63	6.95	7.23
   509 	[Retrieved Data]509 (5/13/2024 9:20:54 PM)	3	9.16	------		92.77	0.17	2.63	-0.94	-1.44	6.81	7.02
   510 	[Retrieved Data]510 (5/13/2024 9:20:54 PM)	3	13.71	------		88.00	-0.65	5.66	-7.27	-2.40	9.43	12.15
   510 	[Retrieved Data]510 (5/13/2024 9:20:54 PM)	3	13.85	------		86.38	-0.61	5.28	-7.33	-2.22	9.46	12.17
   511 	[Retrieved Data]511 (5/13/2024 9:20:54 PM)	3	12.91	------		91.45	1.14	5.86	-3.82	-0.61	9.63	10.38
   511 	[Retrieved Data]511 (5/13/2024 9:20:54 PM)	3	13.03	------		89.97	1.23	5.45	-3.74	-0.37	9.63	10.34
   512 	[Retrieved Data]512 (5/13/2024 9:20:54 PM)	3	13.48	------		94.45	1.82	6.55	-0.82	0.06	10.33	10.36
   512 	[Retrieved Data]512 (5/13/2024 9:20:54 PM)	3	13.63	------		93.09	1.91	6.14	-0.62	0.30	10.31	10.33
   513 	[Retrieved Data]513 (5/13/2024 9:20:54 PM)	3	16.93	------		88.80	1.89	8.90	-6.47	0.14	12.68	14.24
   513 	[Retrieved Data]513 (5/13/2024 9:20:54 PM)	3	17.31	------		87.23	1.99	8.64	-6.49	0.38	12.82	14.37
   514 	[Retrieved Data]514 (5/13/2024 9:20:54 PM)	3	17.95	------		92.03	3.54	10.06	-3.24	1.79	13.83	14.32
   514 	[Retrieved Data]514 (5/13/2024 9:20:54 PM)	3	18.32	------		90.58	3.69	9.77	-3.13	2.08	13.94	14.44
   515 	[Retrieved Data]515 (5/13/2024 9:20:54 PM)	3	73.61	------		27.74	26.27	-48.32	-67.54	24.52	-44.54	84.54
   515 	[Retrieved Data]515 (5/13/2024 9:20:54 PM)	3	95.55	------		15.61	42.22	-63.03	-78.10	40.62	-58.85	105.89
   516 	[Retrieved Data]516 (5/13/2024 9:20:54 PM)	3	99.01	------		54.13	64.95	49.40	-41.14	63.20	53.17	92.27
   516 	[Retrieved Data]516 (5/13/2024 9:20:54 PM)	3	116.31	------		49.71	71.33	66.39	-44.00	69.72	70.56	108.52
   517 	[Retrieved Data]517 (5/13/2024 9:20:54 PM)	3	46.91	------		27.83	0.32	1.77	-67.44	-1.43	5.54	67.68
   517 	[Retrieved Data]517 (5/13/2024 9:20:54 PM)	3	54.71	------		15.46	0.83	2.10	-78.25	-0.78	6.27	78.50
   518 	[Retrieved Data]518 (5/13/2024 9:20:54 PM)	3	47.49	------		27.02	1.37	2.01	-68.25	-0.38	5.79	68.50
   518 	[Retrieved Data]518 (5/13/2024 9:20:54 PM)	3	55.88	------		13.96	3.15	2.54	-79.75	1.54	6.71	80.05
   519 	[Retrieved Data]519 (5/13/2024 9:20:54 PM)	3	47.21	------		27.49	0.62	2.16	-67.78	-1.13	5.93	68.05
   519 	[Retrieved Data]519 (5/13/2024 9:20:54 PM)	3	55.37	------		14.62	1.47	2.51	-79.09	-0.14	6.69	79.37
   520 	[Retrieved Data]520 (5/13/2024 9:20:54 PM)	3	46.93	------		28.00	0.70	2.42	-67.27	-1.05	6.19	67.56
   520 	[Retrieved Data]520 (5/13/2024 9:20:54 PM)	3	54.67	------		15.92	1.69	3.28	-77.79	0.08	7.45	78.14
   521 	[Retrieved Data]521 (5/13/2024 9:20:54 PM)	3	47.72	------		26.70	1.10	2.10	-68.57	-0.65	5.87	68.82
   521 	[Retrieved Data]521 (5/13/2024 9:20:54 PM)	3	56.34	------		13.25	2.57	2.54	-80.47	0.96	6.72	80.75
   522 	[Retrieved Data]522 (5/13/2024 9:20:54 PM)	3	47.71	------		26.71	0.89	2.04	-68.56	-0.86	5.82	68.82
   522 	[Retrieved Data]522 (5/13/2024 9:20:54 PM)	3	56.20	------		13.42	2.18	2.50	-80.29	0.57	6.67	80.57
   523 	[Retrieved Data]523 (5/13/2024 9:20:54 PM)	3	47.36	------		27.46	0.93	2.70	-67.82	-0.82	6.47	68.13
   523 	[Retrieved Data]523 (5/13/2024 9:20:54 PM)	3	55.47	------		14.95	2.23	3.83	-78.76	0.62	8.01	79.16
   524 	[Retrieved Data]524 (5/13/2024 9:20:54 PM)	3	47.09	------		27.99	1.05	3.06	-67.28	-0.70	6.83	67.63
   524 	[Retrieved Data]524 (5/13/2024 9:20:54 PM)	3	54.83	------		16.16	2.37	4.49	-77.56	0.76	8.67	78.04
   525 	[Retrieved Data]525 (5/13/2024 9:20:54 PM)	3	47.39	------		27.06	0.92	1.66	-68.22	-0.83	5.43	68.44
   525 	[Retrieved Data]525 (5/13/2024 9:20:54 PM)	3	55.63	------		14.00	2.04	1.72	-79.71	0.44	5.89	79.93
   526 	[Retrieved Data]526 (5/13/2024 9:20:54 PM)	3	47.43	------		27.02	1.03	1.77	-68.25	-0.72	5.54	68.48
   526 	[Retrieved Data]526 (5/13/2024 9:20:54 PM)	3	55.77	------		13.92	2.26	2.07	-79.79	0.66	6.25	80.03
   527 	[Retrieved Data]527 (5/13/2024 9:20:54 PM)	3	47.18	------		27.48	1.07	2.05	-67.79	-0.68	5.83	68.04
   527 	[Retrieved Data]527 (5/13/2024 9:20:54 PM)	3	55.11	------		15.05	2.38	2.58	-78.67	0.77	6.75	78.96
   528 	[Retrieved Data]528 (5/13/2024 9:20:54 PM)	3	47.05	------		27.77	0.36	2.21	-67.50	-1.39	5.98	67.78
   528 	[Retrieved Data]528 (5/13/2024 9:20:54 PM)	3	54.84	------		15.55	0.99	2.95	-78.16	-0.62	7.12	78.49
   529 	[Retrieved Data]529 (5/13/2024 9:20:54 PM)	3	47.57	------		26.92	1.23	2.07	-68.36	-0.52	5.85	68.61
   529 	[Retrieved Data]529 (5/13/2024 9:20:54 PM)	3	55.99	------		13.89	2.82	2.90	-79.82	1.22	7.07	80.14
   530 	[Retrieved Data]530 (5/13/2024 9:20:54 PM)	3	47.35	------		27.33	0.53	2.26	-67.94	-1.22	6.03	68.22
   530 	[Retrieved Data]530 (5/13/2024 9:20:54 PM)	3	55.39	------		14.79	1.36	3.10	-78.92	-0.25	7.28	79.26
   531 	[Retrieved Data]531 (5/13/2024 9:20:54 PM)	3	47.10	------		27.87	0.68	2.75	-67.41	-1.07	6.52	67.73
   531 	[Retrieved Data]531 (5/13/2024 9:20:54 PM)	3	54.95	------		15.81	1.59	4.07	-77.91	-0.02	8.24	78.34
   532 	[Retrieved Data]532 (5/13/2024 9:20:54 PM)	3	48.52	------		25.20	1.66	1.00	-70.07	-0.09	4.77	70.24
   532 	[Retrieved Data]532 (5/13/2024 9:20:54 PM)	3	58.12	------		10.15	4.03	0.04	-83.56	2.42	4.22	83.70
   533 	[Retrieved Data]533 (5/13/2024 9:20:54 PM)	3	47.08	------		27.61	0.62	1.91	-67.67	-1.13	5.68	67.91
   533 	[Retrieved Data]533 (5/13/2024 9:20:54 PM)	3	55.22	------		14.72	1.53	2.13	-78.99	-0.07	6.31	79.25
   534 	[Retrieved Data]534 (5/13/2024 9:20:54 PM)	3	47.18	------		27.45	0.81	1.90	-67.82	-0.94	5.68	68.07
   534 	[Retrieved Data]534 (5/13/2024 9:20:54 PM)	3	55.23	------		14.80	1.90	2.39	-78.91	0.29	6.57	79.19
   535 	[Retrieved Data]535 (5/13/2024 9:20:54 PM)	3	46.74	------		28.19	0.77	2.19	-67.08	-0.98	5.96	67.35
   535 	[Retrieved Data]535 (5/13/2024 9:20:54 PM)	3	54.36	------		16.25	1.79	2.93	-77.46	0.18	7.10	77.79
   536 	[Retrieved Data]536 (5/13/2024 9:20:54 PM)	3	47.63	------		26.84	1.12	2.10	-68.43	-0.63	5.87	68.69
   536 	[Retrieved Data]536 (5/13/2024 9:20:54 PM)	3	56.08	------		13.71	2.52	2.84	-80.00	0.91	7.02	80.31
   537 	[Retrieved Data]537 (5/13/2024 9:20:54 PM)	3	47.26	------		27.51	1.14	2.43	-67.77	-0.61	6.20	68.05
   537 	[Retrieved Data]537 (5/13/2024 9:20:54 PM)	3	55.31	------		15.04	2.52	3.37	-78.67	0.91	7.55	79.04
   538 	[Retrieved Data]538 (5/13/2024 9:20:54 PM)	3	47.23	------		27.59	0.34	2.45	-67.68	-1.41	6.22	67.98
   538 	[Retrieved Data]538 (5/13/2024 9:20:54 PM)	3	55.09	------		15.39	0.96	3.50	-78.32	-0.65	7.68	78.70
   539 	[Retrieved Data]539 (5/13/2024 9:20:54 PM)	3	47.61	------		27.07	1.27	2.66	-68.20	-0.48	6.44	68.51
   539 	[Retrieved Data]539 (5/13/2024 9:20:54 PM)	3	56.01	------		14.18	3.00	3.78	-79.53	1.39	7.96	79.94
   540 	[Retrieved Data]540 (5/13/2024 9:20:54 PM)	3	49.67	------		23.44	2.67	0.53	-71.83	0.92	4.30	71.96
   540 	[Retrieved Data]540 (5/13/2024 9:20:54 PM)	3	61.66	------		4.53	2.41	-3.40	-89.18	0.81	0.78	89.19
   541 	[Retrieved Data]541 (5/13/2024 9:20:54 PM)	3	77.52	------		42.46	-49.74	23.82	-52.81	-51.49	27.59	78.75
   541 	[Retrieved Data]541 (5/13/2024 9:20:54 PM)	3	98.04	------		36.66	-67.25	32.84	-57.05	-68.86	37.02	96.78
   542 	[Retrieved Data]542 (5/13/2024 9:20:54 PM)	3	46.85	------		27.99	0.65	2.05	-67.28	-1.10	5.82	67.55
   542 	[Retrieved Data]542 (5/13/2024 9:20:54 PM)	3	54.45	------		16.03	1.61	2.67	-77.68	0.00	6.85	77.98
   543 	[Retrieved Data]543 (5/13/2024 9:20:54 PM)	3	47.72	------		26.60	0.76	1.75	-68.67	-0.99	5.53	68.90
   543 	[Retrieved Data]543 (5/13/2024 9:20:54 PM)	3	56.30	------		13.15	1.99	2.15	-80.56	0.38	6.32	80.80
   544 	[Retrieved Data]544 (5/13/2024 9:20:54 PM)	3	47.31	------		27.37	0.95	2.26	-67.90	-0.80	6.04	68.18
   544 	[Retrieved Data]544 (5/13/2024 9:20:54 PM)	3	55.39	------		14.85	2.16	3.24	-78.86	0.55	7.41	79.21
   545 	[Retrieved Data]545 (5/13/2024 9:20:54 PM)	3	46.84	------		28.20	0.86	2.62	-67.07	-0.89	6.39	67.38
   545 	[Retrieved Data]545 (5/13/2024 9:20:54 PM)	3	54.50	------		16.31	1.92	3.68	-77.40	0.31	7.85	77.79
   546 	[Retrieved Data]546 (5/13/2024 9:20:54 PM)	3	47.74	------		26.71	1.19	2.20	-68.56	-0.56	5.98	68.83
   546 	[Retrieved Data]546 (5/13/2024 9:20:54 PM)	3	56.19	------		13.64	2.78	3.07	-80.07	1.17	7.24	80.41
   547 	[Retrieved Data]547 (5/13/2024 9:20:54 PM)	3	47.30	------		27.60	1.23	2.88	-67.67	-0.52	6.65	68.00
   547 	[Retrieved Data]547 (5/13/2024 9:20:54 PM)	3	55.37	------		15.27	2.75	4.21	-78.44	1.15	8.39	78.90
   548 	[Retrieved Data]548 (5/13/2024 9:20:54 PM)	3	72.23	------		27.84	25.31	-47.09	-67.43	23.56	-43.31	83.53
   548 	[Retrieved Data]548 (5/13/2024 9:20:54 PM)	3	93.86	------		15.71	40.90	-61.73	-78.00	39.29	-57.56	104.60
